state,MONTHNAME(CustomerAccount.regDate),YEAR(CustomerAccount.regDate),permission,CustomerIDCount
Pennsylvania,July,2005,1,2
Texas,July,2005,1,2
Virginia,July,2005,1,1
Wisconsin,July,2005,1,1
,July,2006,0,2
,July,2006,1,3
California,July,2006,0,3
California,July,2006,1,7
Colorado,July,2006,1,1
Florida,July,2006,0,1
Florida,July,2006,1,4
Idaho,July,2006,0,1
Idaho,July,2006,1,2
Illinois,July,2006,1,1
Kentucky,July,2006,1,3
Maryland,July,2006,1,1
Minnesota,July,2006,1,4
Nebraska,July,2006,1,1
New Jersey,July,2006,1,1
New York,July,2006,1,6
North Carolina,July,2006,1,1
North Dakota,July,2006,0,1
North Dakota,July,2006,1,3
Ohio,July,2006,0,1
Ohio,July,2006,1,2
Oklahoma,July,2006,1,1
Oregon,July,2006,0,1
Oregon,July,2006,1,1
Pennsylvania,July,2006,1,1
Texas,July,2006,0,1
Texas,July,2006,1,3
Virginia,July,2006,0,1
Virginia,July,2006,1,1
Washington,July,2006,1,1
,July,2007,0,1
Alabama,July,2007,1,1
California,July,2007,0,1
California,July,2007,1,4
Colorado,July,2007,1,1
Florida,July,2007,1,1
Idaho,July,2007,1,1
Indiana,July,2007,1,2
Kentucky,July,2007,1,2
Minnesota,July,2007,1,1
New York,July,2007,0,1
New York,July,2007,1,3
North Carolina,July,2007,1,1
Ohio,July,2007,1,1
Oklahoma,July,2007,1,1
Oregon,July,2007,1,1
Pennsylvania,July,2007,1,1
Texas,July,2007,0,1
Texas,July,2007,1,1
,July,2008,0,1
California,July,2008,1,7
Colorado,July,2008,0,2
Colorado,July,2008,1,1
Connecticut,July,2008,1,4
Florida,July,2008,1,1
Idaho,July,2008,1,3
Illinois,July,2008,0,2
Indiana,July,2008,1,1
Kansas,July,2008,1,1
Michigan,July,2008,1,1
Minnesota,July,2008,1,1
New Jersey,July,2008,0,1
New York,July,2008,0,1
New York,July,2008,1,6
North Carolina,July,2008,0,1
Ohio,July,2008,0,1
Ohio,July,2008,1,2
Pennsylvania,July,2008,1,3
Texas,July,2008,1,3
Virginia,July,2008,1,1
Washington,July,2008,0,1
Wisconsin,July,2008,1,1
,July,2009,1,2
Arizona,July,2009,1,1
California,July,2009,0,2
California,July,2009,1,2
Colorado,July,2009,0,1
Florida,July,2009,0,1
Florida,July,2009,1,2
Idaho,July,2009,1,1
Indiana,July,2009,1,2
Kansas,July,2009,1,1
Kentucky,July,2009,0,1
Kentucky,July,2009,1,1
Minnesota,July,2009,1,1
Nevada,July,2009,0,1
New York,July,2009,0,2
New York,July,2009,1,1
Oregon,July,2009,1,1
Virginia,July,2009,0,1
Virginia,July,2009,1,2
,July,2010,0,2
,July,2010,1,2
California,July,2010,0,3
California,July,2010,1,11
Florida,July,2010,0,2
Florida,July,2010,1,4
Georgia,July,2010,1,1
Idaho,July,2010,1,1
Indiana,July,2010,0,1
Indiana,July,2010,1,2
Kentucky,July,2010,1,2
Maryland,July,2010,1,2
Minnesota,July,2010,0,2
Minnesota,July,2010,1,4
Mississippi,July,2010,1,1
New York,July,2010,0,4
New York,July,2010,1,7
North Carolina,July,2010,1,1
North Dakota,July,2010,0,1
North Dakota,July,2010,1,2
Ohio,July,2010,1,5
Oregon,July,2010,0,1
Pennsylvania,July,2010,0,1
Pennsylvania,July,2010,1,2
South Dakota,July,2010,1,1
Texas,July,2010,0,2
Texas,July,2010,1,6
Virginia,July,2010,0,1
Virginia,July,2010,1,6
,July,2011,0,10
Arizona,July,2011,1,1
California,July,2011,0,9
California,July,2011,1,13
Colorado,July,2011,1,3
Connecticut,July,2011,0,1
Connecticut,July,2011,1,2
Florida,July,2011,0,4
Florida,July,2011,1,2
Idaho,July,2011,0,6
Idaho,July,2011,1,4
Indiana,July,2011,0,1
Indiana,July,2011,1,3
Kentucky,July,2011,0,2
Kentucky,July,2011,1,7
Maryland,July,2011,1,2
Minnesota,July,2011,0,5
Minnesota,July,2011,1,3
Missouri,July,2011,1,1
New Jersey,July,2011,1,1
New York,July,2011,0,6
New York,July,2011,1,4
North Carolina,July,2011,0,4
North Carolina,July,2011,1,1
North Dakota,July,2011,0,1
North Dakota,July,2011,1,4
Ohio,July,2011,0,2
Oregon,July,2011,0,7
Oregon,July,2011,1,2
Pennsylvania,July,2011,0,2
Pennsylvania,July,2011,1,3
Texas,July,2011,0,1
Texas,July,2011,1,5
Virginia,July,2011,0,2
Virginia,July,2011,1,5
,July,2012,0,16
,July,2012,1,11
California,July,2012,0,33
California,July,2012,1,27
Colorado,July,2012,0,7
Colorado,July,2012,1,9
Connecticut,July,2012,0,2
Connecticut,July,2012,1,4
Florida,July,2012,0,10
Florida,July,2012,1,12
Georgia,July,2012,1,4
Idaho,July,2012,0,8
Idaho,July,2012,1,15
Illinois,July,2012,1,5
Indiana,July,2012,0,9
Indiana,July,2012,1,9
Kentucky,July,2012,0,5
Kentucky,July,2012,1,11
Louisiana,July,2012,1,1
Maryland,July,2012,0,6
Maryland,July,2012,1,5
Massachusetts,July,2012,1,2
Michigan,July,2012,1,1
Minnesota,July,2012,0,9
Minnesota,July,2012,1,8
Missouri,July,2012,1,1
New Jersey,July,2012,1,2
New York,July,2012,0,20
New York,July,2012,1,31
North Carolina,July,2012,0,4
North Carolina,July,2012,1,12
North Dakota,July,2012,0,7
North Dakota,July,2012,1,4
Ohio,July,2012,0,7
Ohio,July,2012,1,8
Oregon,July,2012,0,4
Oregon,July,2012,1,8
Pennsylvania,July,2012,0,7
Pennsylvania,July,2012,1,11
South Carolina,July,2012,1,1
South Dakota,July,2012,1,1
Texas,July,2012,0,9
Texas,July,2012,1,12
Utah,July,2012,1,2
Virginia,July,2012,0,3
Virginia,July,2012,1,7
Wisconsin,July,2012,0,1
,July,2013,0,37
,July,2013,1,110
Alabama,July,2013,1,1
Arizona,July,2013,0,1
Arizona,July,2013,1,1
Arkansas,July,2013,1,2
California,July,2013,0,99
California,July,2013,1,129
Colorado,July,2013,0,14
Colorado,July,2013,1,16
Connecticut,July,2013,0,15
Connecticut,July,2013,1,24
Florida,July,2013,0,41
Florida,July,2013,1,62
Georgia,July,2013,0,1
Georgia,July,2013,1,4
Hawaii,July,2013,1,1
Idaho,July,2013,0,23
Idaho,July,2013,1,30
Illinois,July,2013,1,2
Indiana,July,2013,0,19
Indiana,July,2013,1,24
Kentucky,July,2013,0,29
Kentucky,July,2013,1,31
Louisiana,July,2013,1,1
Maryland,July,2013,0,12
Maryland,July,2013,1,17
Massachusetts,July,2013,1,1
Michigan,July,2013,1,1
Minnesota,July,2013,0,34
Minnesota,July,2013,1,46
Missouri,July,2013,1,2
Montana,July,2013,1,1
Nebraska,July,2013,1,1
Nevada,July,2013,1,3
New Jersey,July,2013,1,2
New Mexico,July,2013,1,3
New York,July,2013,0,82
New York,July,2013,1,76
North Carolina,July,2013,0,21
North Carolina,July,2013,1,41
North Dakota,July,2013,0,23
North Dakota,July,2013,1,29
Ohio,July,2013,0,22
Ohio,July,2013,1,33
Oklahoma,July,2013,0,1
Oklahoma,July,2013,1,1
Oregon,July,2013,0,27
Oregon,July,2013,1,20
Pennsylvania,July,2013,0,31
Pennsylvania,July,2013,1,32
South Carolina,July,2013,0,1
South Carolina,July,2013,1,1
Tennessee,July,2013,0,2
Texas,July,2013,0,22
Texas,July,2013,1,39
Virginia,July,2013,0,29
Virginia,July,2013,1,37
Washington,July,2013,1,2
Wisconsin,July,2013,1,1
,July,2014,0,33
,July,2014,1,18
Alabama,July,2014,1,1
Arizona,July,2014,0,1
Arizona,July,2014,1,3
Arkansas,July,2014,1,1
California,July,2014,0,105
California,July,2014,1,155
Colorado,July,2014,0,12
Colorado,July,2014,1,27
Connecticut,July,2014,0,17
Connecticut,July,2014,1,20
Delaware,July,2014,1,2
District of Columbia,July,2014,1,1
Florida,July,2014,0,37
Florida,July,2014,1,69
Georgia,July,2014,0,1
Georgia,July,2014,1,8
Hawaii,July,2014,0,1
Hawaii,July,2014,1,2
Idaho,July,2014,0,28
Idaho,July,2014,1,41
Illinois,July,2014,1,11
Indiana,July,2014,0,25
Indiana,July,2014,1,29
Iowa,July,2014,1,1
Kansas,July,2014,1,2
Kentucky,July,2014,0,26
Kentucky,July,2014,1,28
Maryland,July,2014,0,11
Maryland,July,2014,1,22
Massachusetts,July,2014,1,3
Michigan,July,2014,0,1
Michigan,July,2014,1,6
Minnesota,July,2014,0,26
Minnesota,July,2014,1,42
Mississippi,July,2014,1,3
Missouri,July,2014,1,2
Nevada,July,2014,0,1
Nevada,July,2014,1,2
New Hampshire,July,2014,1,1
New Jersey,July,2014,1,8
New Mexico,July,2014,1,4
New York,July,2014,0,75
New York,July,2014,1,108
North Carolina,July,2014,0,20
North Carolina,July,2014,1,26
North Dakota,July,2014,0,27
North Dakota,July,2014,1,38
Ohio,July,2014,0,24
Ohio,July,2014,1,38
Oklahoma,July,2014,1,2
Oregon,July,2014,0,22
Oregon,July,2014,1,26
Pennsylvania,July,2014,0,24
Pennsylvania,July,2014,1,33
Puerto Rico,July,2014,0,1
Puerto Rico,July,2014,1,3
Rhode Island,July,2014,1,1
South Carolina,July,2014,1,2
Tennessee,July,2014,1,1
Texas,July,2014,0,30
Texas,July,2014,1,59
Utah,July,2014,1,2
Virginia,July,2014,0,33
Virginia,July,2014,1,24
Washington,July,2014,1,4
West Virginia,July,2014,1,1
Wisconsin,July,2014,1,8
Minnesota,June,2002,0,1
Tennessee,June,2002,1,1
Texas,June,2002,1,1
,June,2004,0,1
California,June,2004,0,1
California,June,2004,1,1
Colorado,June,2004,1,1
Connecticut,June,2004,1,1
Florida,June,2004,1,2
Idaho,June,2004,1,2
Indiana,June,2004,1,1
Kentucky,June,2004,0,1
Maryland,June,2004,0,1
Minnesota,June,2004,1,4
New Jersey,June,2004,1,1
New York,June,2004,0,1
New York,June,2004,1,5
North Carolina,June,2004,1,1
North Dakota,June,2004,0,1
North Dakota,June,2004,1,1
Ohio,June,2004,0,1
Ohio,June,2004,1,1
Pennsylvania,June,2004,1,2
Texas,June,2004,1,1
Washington,June,2004,0,1
Washington,June,2004,1,1
,June,2005,0,3
California,June,2005,0,2
California,June,2005,1,8
Colorado,June,2005,0,1
Connecticut,June,2005,0,1
Connecticut,June,2005,1,1
Florida,June,2005,0,1
Florida,June,2005,1,2
Idaho,June,2005,1,1
Illinois,June,2005,1,1
Indiana,June,2005,1,1
Iowa,June,2005,1,1
Kansas,June,2005,1,1
Kentucky,June,2005,0,2
Kentucky,June,2005,1,4
Maryland,June,2005,1,2
Minnesota,June,2005,1,5
New Jersey,June,2005,1,1
New York,June,2005,0,1
New York,June,2005,1,5
North Carolina,June,2005,0,1
North Carolina,June,2005,1,3
North Dakota,June,2005,0,1
North Dakota,June,2005,1,1
Ohio,June,2005,0,1
Ohio,June,2005,1,1
Oklahoma,June,2005,1,1
Oregon,June,2005,1,3
Pennsylvania,June,2005,0,1
Pennsylvania,June,2005,1,2
Texas,June,2005,0,1
Texas,June,2005,1,1
Virginia,June,2005,1,3
Washington,June,2005,1,1
California,June,2006,1,4
Florida,June,2006,1,1
Idaho,June,2006,1,2
Illinois,June,2006,1,1
Indiana,June,2006,1,1
Kentucky,June,2006,1,3
Louisiana,June,2006,1,1
Michigan,June,2006,1,1
Minnesota,June,2006,1,3
New York,June,2006,0,1
New York,June,2006,1,1
North Carolina,June,2006,1,1
Oregon,June,2006,0,1
Oregon,June,2006,1,2
Texas,June,2006,1,1
Virginia,June,2006,1,2
,June,2007,0,1
California,June,2007,0,2
California,June,2007,1,3
Connecticut,June,2007,0,1
Idaho,June,2007,0,1
Illinois,June,2007,1,1
Indiana,June,2007,1,2
Kentucky,June,2007,1,1
Maryland,June,2007,1,1
Michigan,June,2007,1,1
New Jersey,June,2007,1,1
New York,June,2007,1,2
North Carolina,June,2007,1,4
Ohio,June,2007,0,1
Oregon,June,2007,1,1
Pennsylvania,June,2007,0,1
Pennsylvania,June,2007,1,1
Texas,June,2007,0,1
Texas,June,2007,1,4
Virginia,June,2007,1,1
Washington,June,2007,1,1
,June,2008,0,2
Alabama,June,2008,1,2
Arkansas,June,2008,1,2
California,June,2008,0,1
California,June,2008,1,31
Colorado,June,2008,0,1
Colorado,June,2008,1,5
Connecticut,June,2008,1,3
Florida,June,2008,0,2
Florida,June,2008,1,14
Idaho,June,2008,0,2
Idaho,June,2008,1,2
Illinois,June,2008,0,1
Illinois,June,2008,1,1
Indiana,June,2008,1,7
Kentucky,June,2008,1,9
Louisiana,June,2008,1,2
Massachusetts,June,2008,1,1
Michigan,June,2008,1,2
Minnesota,June,2008,1,5
Mississippi,June,2008,1,2
Missouri,June,2008,1,2
New Jersey,June,2008,1,1
New York,June,2008,1,24
North Carolina,June,2008,1,2
North Dakota,June,2008,0,1
North Dakota,June,2008,1,7
Ohio,June,2008,0,1
Ohio,June,2008,1,9
Oklahoma,June,2008,1,2
Oregon,June,2008,1,3
Pennsylvania,June,2008,1,10
Puerto Rico,June,2008,1,1
Texas,June,2008,1,18
Virginia,June,2008,0,3
Virginia,June,2008,1,8
Washington,June,2008,1,1
Wisconsin,June,2008,1,1
California,June,2009,0,2
California,June,2009,1,1
Colorado,June,2009,1,1
Idaho,June,2009,1,1
Indiana,June,2009,1,2
Minnesota,June,2009,1,1
New York,June,2009,0,1
New York,June,2009,1,1
North Carolina,June,2009,1,2
Pennsylvania,June,2009,0,1
Pennsylvania,June,2009,1,1
Texas,June,2009,1,1
Virginia,June,2009,0,1
Virginia,June,2009,1,1
Washington,June,2009,1,1
,June,2010,0,3
,June,2010,1,2
California,June,2010,0,3
California,June,2010,1,4
Colorado,June,2010,1,2
Connecticut,June,2010,1,1
Florida,June,2010,0,1
Florida,June,2010,1,4
Idaho,June,2010,0,1
Indiana,June,2010,0,1
Indiana,June,2010,1,1
Iowa,June,2010,1,1
Kentucky,June,2010,0,1
Kentucky,June,2010,1,2
Maryland,June,2010,0,2
Maryland,June,2010,1,1
Michigan,June,2010,0,2
Michigan,June,2010,1,1
Minnesota,June,2010,0,1
Minnesota,June,2010,1,1
New York,June,2010,0,4
New York,June,2010,1,4
North Carolina,June,2010,0,1
North Carolina,June,2010,1,1
Ohio,June,2010,0,1
Ohio,June,2010,1,3
Oregon,June,2010,0,2
Oregon,June,2010,1,2
Pennsylvania,June,2010,0,1
Pennsylvania,June,2010,1,2
South Carolina,June,2010,1,1
Texas,June,2010,0,1
,June,2011,0,8
,June,2011,1,1
California,June,2011,0,8
California,June,2011,1,15
Colorado,June,2011,0,1
Colorado,June,2011,1,1
Connecticut,June,2011,0,1
Connecticut,June,2011,1,1
Florida,June,2011,0,4
Florida,June,2011,1,2
Idaho,June,2011,1,1
Indiana,June,2011,0,1
Indiana,June,2011,1,5
Kentucky,June,2011,0,1
Kentucky,June,2011,1,2
Maryland,June,2011,0,1
Massachusetts,June,2011,1,2
Minnesota,June,2011,0,2
Minnesota,June,2011,1,9
Mississippi,June,2011,1,1
New Jersey,June,2011,1,1
New York,June,2011,0,2
New York,June,2011,1,8
North Carolina,June,2011,1,2
North Dakota,June,2011,0,3
Ohio,June,2011,0,1
Ohio,June,2011,1,1
Oklahoma,June,2011,0,1
Oregon,June,2011,0,2
Pennsylvania,June,2011,0,2
Pennsylvania,June,2011,1,1
Texas,June,2011,0,1
Texas,June,2011,1,2
Virginia,June,2011,1,2
,June,2012,0,8
,June,2012,1,4
Arizona,June,2012,1,1
California,June,2012,0,16
California,June,2012,1,18
Colorado,June,2012,0,3
Colorado,June,2012,1,2
Connecticut,June,2012,0,2
Connecticut,June,2012,1,2
Delaware,June,2012,1,1
Florida,June,2012,0,10
Florida,June,2012,1,15
Idaho,June,2012,0,6
Idaho,June,2012,1,4
Illinois,June,2012,1,2
Indiana,June,2012,0,2
Indiana,June,2012,1,4
Kentucky,June,2012,0,4
Kentucky,June,2012,1,4
Louisiana,June,2012,0,1
Maryland,June,2012,1,2
Michigan,June,2012,1,1
Minnesota,June,2012,0,1
Minnesota,June,2012,1,8
New York,June,2012,0,8
New York,June,2012,1,16
North Carolina,June,2012,0,6
North Carolina,June,2012,1,8
North Dakota,June,2012,0,4
North Dakota,June,2012,1,6
Ohio,June,2012,1,3
Oregon,June,2012,0,3
Oregon,June,2012,1,7
Pennsylvania,June,2012,0,2
Pennsylvania,June,2012,1,8
Texas,June,2012,0,3
Texas,June,2012,1,7
Utah,June,2012,1,1
Virginia,June,2012,0,1
Virginia,June,2012,1,3
,June,2013,0,21
,June,2013,1,114
Alabama,June,2013,1,1
Arizona,June,2013,1,2
California,June,2013,0,77
California,June,2013,1,169
Colorado,June,2013,0,10
Colorado,June,2013,1,34
Connecticut,June,2013,0,11
Connecticut,June,2013,1,22
Florida,June,2013,0,39
Florida,June,2013,1,68
Georgia,June,2013,0,1
Georgia,June,2013,1,3
Idaho,June,2013,0,25
Idaho,June,2013,1,42
Illinois,June,2013,0,1
Illinois,June,2013,1,10
Indiana,June,2013,0,23
Indiana,June,2013,1,48
Iowa,June,2013,1,1
Kansas,June,2013,1,1
Kentucky,June,2013,0,14
Kentucky,June,2013,1,48
Louisiana,June,2013,1,1
Maryland,June,2013,0,13
Maryland,June,2013,1,27
Massachusetts,June,2013,1,1
Michigan,June,2013,1,3
Minnesota,June,2013,0,27
Minnesota,June,2013,1,58
Mississippi,June,2013,1,1
Missouri,June,2013,1,3
Nebraska,June,2013,1,1
New Jersey,June,2013,1,4
New Mexico,June,2013,1,1
New York,June,2013,0,58
New York,June,2013,1,112
North Carolina,June,2013,0,26
North Carolina,June,2013,1,39
North Dakota,June,2013,0,32
North Dakota,June,2013,1,38
Ohio,June,2013,0,22
Ohio,June,2013,1,32
Oklahoma,June,2013,1,1
Oregon,June,2013,0,17
Oregon,June,2013,1,30
Pennsylvania,June,2013,0,23
Pennsylvania,June,2013,1,53
Puerto Rico,June,2013,0,1
Puerto Rico,June,2013,1,2
South Carolina,June,2013,0,1
South Carolina,June,2013,1,3
Tennessee,June,2013,0,1
Tennessee,June,2013,1,3
Texas,June,2013,0,29
Texas,June,2013,1,49
Utah,June,2013,1,1
Virginia,June,2013,0,15
Virginia,June,2013,1,60
Washington,June,2013,1,2
,June,2014,0,30
,June,2014,1,43
Alabama,June,2014,1,1
Alaska,June,2014,0,1
Arizona,June,2014,0,2
Arizona,June,2014,1,4
Arkansas,June,2014,1,1
California,June,2014,0,82
California,June,2014,1,196
Colorado,June,2014,0,12
Colorado,June,2014,1,30
Connecticut,June,2014,0,22
Connecticut,June,2014,1,32
Delaware,June,2014,1,1
Florida,June,2014,0,36
Florida,June,2014,1,70
Georgia,June,2014,1,10
Hawaii,June,2014,1,1
Idaho,June,2014,0,17
Idaho,June,2014,1,35
Illinois,June,2014,0,2
Illinois,June,2014,1,5
Indiana,June,2014,0,17
Indiana,June,2014,1,46
Iowa,June,2014,1,1
Kentucky,June,2014,0,18
Kentucky,June,2014,1,45
Louisiana,June,2014,1,6
Maine,June,2014,1,2
Maryland,June,2014,0,13
Maryland,June,2014,1,26
Massachusetts,June,2014,1,6
Michigan,June,2014,1,6
Minnesota,June,2014,0,14
Minnesota,June,2014,1,48
Missouri,June,2014,1,4
Montana,June,2014,1,1
Nebraska,June,2014,1,2
Nevada,June,2014,1,2
New Hampshire,June,2014,0,1
New Jersey,June,2014,1,5
New Mexico,June,2014,1,2
New York,June,2014,0,61
New York,June,2014,1,119
North Carolina,June,2014,0,10
North Carolina,June,2014,1,49
North Dakota,June,2014,0,18
North Dakota,June,2014,1,36
Ohio,June,2014,0,19
Ohio,June,2014,1,36
Oklahoma,June,2014,1,1
Oregon,June,2014,0,15
Oregon,June,2014,1,49
Pennsylvania,June,2014,0,29
Pennsylvania,June,2014,1,50
Puerto Rico,June,2014,1,1
South Carolina,June,2014,1,3
Tennessee,June,2014,1,4
Texas,June,2014,0,26
Texas,June,2014,1,47
Virginia,June,2014,0,25
Virginia,June,2014,1,45
Washington,June,2014,0,2
Washington,June,2014,1,7
West Virginia,June,2014,0,1
Wisconsin,June,2014,1,2
Wyoming,June,2014,1,1
Kentucky,March,2003,1,2
Michigan,March,2003,1,1
Texas,March,2003,1,1
California,March,2004,0,1
California,March,2004,1,2
Colorado,March,2004,0,1
Connecticut,March,2004,1,1
Florida,March,2004,1,1
Maryland,March,2004,1,1
Michigan,March,2004,1,1
New Jersey,March,2004,1,1
New York,March,2004,0,1
North Carolina,March,2004,1,2
North Dakota,March,2004,1,4
Ohio,March,2004,1,2
Pennsylvania,March,2004,1,2
Rhode Island,March,2004,0,1
Texas,March,2004,0,1
Virginia,March,2004,1,2
,March,2005,0,1
California,March,2005,1,3
Colorado,March,2005,1,2
Connecticut,March,2005,1,1
Florida,March,2005,0,1
Florida,March,2005,1,1
Kentucky,March,2005,1,1
Minnesota,March,2005,1,3
New York,March,2005,0,1
New York,March,2005,1,2
Ohio,March,2005,1,2
Oregon,March,2005,1,1
Pennsylvania,March,2005,0,1
Pennsylvania,March,2005,1,3
,March,2006,0,1
,March,2006,1,1
Alabama,March,2006,1,1
California,March,2006,0,1
California,March,2006,1,10
Florida,March,2006,1,2
Idaho,March,2006,1,4
Illinois,March,2006,1,2
Indiana,March,2006,0,1
Indiana,March,2006,1,4
Kansas,March,2006,1,1
Kentucky,March,2006,1,1
Maryland,March,2006,1,2
Minnesota,March,2006,1,2
New Jersey,March,2006,0,1
New York,March,2006,0,1
New York,March,2006,1,2
North Carolina,March,2006,1,3
North Dakota,March,2006,0,1
North Dakota,March,2006,1,2
Ohio,March,2006,1,1
Oregon,March,2006,1,1
Pennsylvania,March,2006,1,1
Texas,March,2006,1,5
Virginia,March,2006,0,1
Virginia,March,2006,1,1
Wisconsin,March,2006,1,1
,March,2007,0,1
California,March,2007,0,1
California,March,2007,1,4
Florida,March,2007,1,1
Idaho,March,2007,1,1
Indiana,March,2007,0,1
Kentucky,March,2007,1,1
Missouri,March,2007,1,1
New York,March,2007,0,1
New York,March,2007,1,1
North Carolina,March,2007,0,1
Ohio,March,2007,0,1
Tennessee,March,2007,1,1
Texas,March,2007,0,1
Virginia,March,2007,1,1
,March,2008,0,2
California,March,2008,1,6
Colorado,March,2008,1,1
Connecticut,March,2008,1,1
Florida,March,2008,0,1
Florida,March,2008,1,2
Idaho,March,2008,1,1
Indiana,March,2008,1,1
Maryland,March,2008,1,1
Michigan,March,2008,1,1
Minnesota,March,2008,0,1
New York,March,2008,0,1
New York,March,2008,1,3
North Carolina,March,2008,0,1
North Dakota,March,2008,1,1
Ohio,March,2008,1,1
Oregon,March,2008,1,1
Virginia,March,2008,1,1
,March,2009,0,12
,March,2009,1,5
Arizona,March,2009,0,1
Arkansas,March,2009,1,1
California,March,2009,0,8
California,March,2009,1,15
Colorado,March,2009,0,3
Colorado,March,2009,1,3
Connecticut,March,2009,0,2
Connecticut,March,2009,1,7
Florida,March,2009,0,4
Florida,March,2009,1,8
Georgia,March,2009,1,3
Idaho,March,2009,0,2
Idaho,March,2009,1,5
Illinois,March,2009,1,1
Indiana,March,2009,0,2
Indiana,March,2009,1,5
Iowa,March,2009,1,1
Kentucky,March,2009,0,1
Kentucky,March,2009,1,7
Maryland,March,2009,0,1
Maryland,March,2009,1,1
Michigan,March,2009,1,2
Minnesota,March,2009,0,1
Minnesota,March,2009,1,6
New Jersey,March,2009,1,2
New York,March,2009,0,3
New York,March,2009,1,12
North Carolina,March,2009,0,1
North Carolina,March,2009,1,1
North Dakota,March,2009,0,4
North Dakota,March,2009,1,4
Ohio,March,2009,0,1
Ohio,March,2009,1,2
Oregon,March,2009,0,1
Oregon,March,2009,1,3
Pennsylvania,March,2009,0,2
Pennsylvania,March,2009,1,4
Texas,March,2009,0,3
Texas,March,2009,1,2
Virginia,March,2009,0,3
Virginia,March,2009,1,6
,March,2010,0,4
,March,2010,1,1
Alabama,March,2010,1,1
Arizona,March,2010,1,1
California,March,2010,0,5
California,March,2010,1,12
Colorado,March,2010,0,1
Florida,March,2010,1,4
Georgia,March,2010,1,1
Idaho,March,2010,0,1
Indiana,March,2010,0,1
Indiana,March,2010,1,1
Kentucky,March,2010,1,3
Maryland,March,2010,1,1
Michigan,March,2010,1,1
Minnesota,March,2010,1,3
Mississippi,March,2010,1,1
New Jersey,March,2010,1,1
New Mexico,March,2010,1,1
New York,March,2010,0,1
New York,March,2010,1,7
North Dakota,March,2010,1,3
Ohio,March,2010,1,2
Oklahoma,March,2010,1,1
Oregon,March,2010,0,2
Pennsylvania,March,2010,0,2
Pennsylvania,March,2010,1,2
Texas,March,2010,0,4
Texas,March,2010,1,1
Virginia,March,2010,1,2
,March,2011,0,10
,March,2011,1,2
Alabama,March,2011,0,1
Arizona,March,2011,1,3
California,March,2011,0,14
California,March,2011,1,32
Colorado,March,2011,0,2
Colorado,March,2011,1,4
Connecticut,March,2011,0,2
Connecticut,March,2011,1,4
Florida,March,2011,0,7
Florida,March,2011,1,15
Georgia,March,2011,1,1
Idaho,March,2011,0,2
Idaho,March,2011,1,6
Illinois,March,2011,0,1
Illinois,March,2011,1,2
Indiana,March,2011,0,3
Indiana,March,2011,1,6
Kentucky,March,2011,0,3
Kentucky,March,2011,1,5
Maryland,March,2011,0,1
Maryland,March,2011,1,3
Massachusetts,March,2011,1,1
Minnesota,March,2011,0,5
Minnesota,March,2011,1,10
Nevada,March,2011,1,1
New York,March,2011,0,8
New York,March,2011,1,14
North Carolina,March,2011,0,1
North Carolina,March,2011,1,5
North Dakota,March,2011,0,6
North Dakota,March,2011,1,8
Ohio,March,2011,0,2
Ohio,March,2011,1,3
Oregon,March,2011,0,1
Oregon,March,2011,1,8
Pennsylvania,March,2011,0,5
Pennsylvania,March,2011,1,8
Texas,March,2011,0,4
Texas,March,2011,1,7
Utah,March,2011,1,1
Virginia,March,2011,0,2
Virginia,March,2011,1,10
West Virginia,March,2011,1,1
Wisconsin,March,2011,1,1
,March,2012,0,11
,March,2012,1,3
California,March,2012,0,7
California,March,2012,1,16
Colorado,March,2012,1,2
Connecticut,March,2012,1,2
Florida,March,2012,0,2
Florida,March,2012,1,5
Georgia,March,2012,1,1
Idaho,March,2012,0,4
Idaho,March,2012,1,2
Illinois,March,2012,1,1
Indiana,March,2012,0,2
Indiana,March,2012,1,4
Kentucky,March,2012,0,3
Kentucky,March,2012,1,3
Louisiana,March,2012,1,1
Maryland,March,2012,0,2
Maryland,March,2012,1,5
Massachusetts,March,2012,0,1
Michigan,March,2012,1,1
Minnesota,March,2012,0,2
Minnesota,March,2012,1,3
Mississippi,March,2012,1,2
New Jersey,March,2012,1,1
New York,March,2012,0,5
New York,March,2012,1,11
North Carolina,March,2012,0,4
North Carolina,March,2012,1,6
North Dakota,March,2012,0,2
North Dakota,March,2012,1,3
Ohio,March,2012,0,2
Ohio,March,2012,1,2
Oklahoma,March,2012,1,1
Oregon,March,2012,0,2
Oregon,March,2012,1,1
Pennsylvania,March,2012,0,3
Pennsylvania,March,2012,1,3
Texas,March,2012,0,4
Texas,March,2012,1,5
Virginia,March,2012,0,5
Virginia,March,2012,1,1
,March,2013,0,44
,March,2013,1,16
Alabama,March,2013,1,1
Arizona,March,2013,1,1
Arkansas,March,2013,1,2
California,March,2013,0,87
California,March,2013,1,87
Colorado,March,2013,0,14
Colorado,March,2013,1,11
Connecticut,March,2013,0,16
Connecticut,March,2013,1,11
Delaware,March,2013,1,1
Florida,March,2013,0,44
Florida,March,2013,1,39
Georgia,March,2013,1,2
Hawaii,March,2013,1,1
Idaho,March,2013,0,23
Idaho,March,2013,1,21
Illinois,March,2013,0,1
Illinois,March,2013,1,5
Indiana,March,2013,0,25
Indiana,March,2013,1,24
Iowa,March,2013,1,2
Kansas,March,2013,1,2
Kentucky,March,2013,0,26
Kentucky,March,2013,1,32
Louisiana,March,2013,1,1
Maryland,March,2013,0,12
Maryland,March,2013,1,8
